Id;Unit;DrugDescription;Factory;Composition;NarcoticCategory;Category;Issued;ValidUntil
65384;1;Moxifloxacin Spirig HC 400mg/250ml, Infusionslösung;Spirig HealthCare AG;Synthetika human;A;A;11.08.15;11.08.15;10.08.20
65386;1;Zykadia, Kapseln;Novartis Pharma Schweiz AG;Synthetika human;A;A;25.08.15;25.08.15;24.08.20
65388;1;Sivextro 200 mg, Pulver für ein Konzentrat zur Herstellung einer Infusionslösung;MSD Merck Sharp & Dohme AG;Synthetika human;A;A;05.01.16;05.01.16;04.01.21
65389;1;Bydureon Pen, Pulver und Lösungsmittel zur Herstellung einer Depot-Injektionssuspension;AstraZeneca AG;Synthetika human;B;B;03.03.15;03.03.15;02.03.20
65390;1;Mucosil ACC 200 mg, comprimés effervescents;Vifor Consumer Health SA;Synthetika human;D;D;07.08.14;07.08.14;06.08.19
65390;2;Mucosil ACC 600 mg, comprimés effervescents;Vifor Consumer Health SA;Synthetika human;D;D;07.08.14;07.08.14;06.08.19
65391;1;Mometason Actavis 50 mcg, Dosier-Nasenspray;Actavis Switzerland AG;Synthetika human;B;B;11.09.15;11.09.15;10.09.20
65392;1;Swidro Knoblauch comp., Dragées;Iromedica AG;Phytotherapeutika;D;D;21.10.14;21.10.14;20.10.19
65393;1;Alcacyl Extra, Tabletten;Hänseler AG;Synthetika human;D;D;30.07.14;30.07.14;29.07.19
65400;1;Calciferol D3 0.5 mg/ml, Tropfen zum Einnehmen, ölige Lösung;Dr. Wild & Co. AG;Synthetika human;D;D;18.09.14;18.09.14;17.09.19
65401;1;Sevelamercarbonate mmpharm, Filmtabletten;mmpharm GmbH;Synthetika human;B;B;26.10.15;26.10.15;25.10.20
65402;1;Axulta, Kapseln;Ironwood Pharmaceuticals GmbH;Synthetika human;B;B;24.03.15;24.03.15;23.03.20
65403;1;Levetiracetam Labatec 500 mg/5 mL, solution concentrée pour perfusion;Labatec Pharma SA;Synthetika human;B;B;01.12.15;01.12.15;30.11.20
65420;1;Coop Vitality Loperamid 2 mg, Kapseln;Coop Vitality Health Care GmbH;Synthetika human;C;C;08.08.14;08.08.14;07.08.19
65426;1;Macrogol-Mepha (13.8 g), Pulver zum Herstellen einer Lösung zum Einnehmen;Mepha Pharma AG;Synthetika human;B;B;04.09.14;04.09.14;03.09.19
65426;2;Macrogol-Mepha (6.9 g) Junior, Pulver zum Herstellen einer Lösung zum Einnehmen;Mepha Pharma AG;Synthetika human;B;B;04.09.14;04.09.14;03.09.19
65427;1;Adlers Bronchialpastillen, Pastillen;Hänseler AG;Phytotherapeutika;D;D;14.01.15;14.01.15;13.01.20
65428;1;Aripiprazol Actavis 5 mg, Tabletten;Actavis Switzerland AG;Synthetika human;B;B;16.12.15;16.12.15;15.12.20
65428;2;Aripiprazol Actavis 10 mg, Tabletten;Actavis Switzerland AG;Synthetika human;B;B;16.12.15;16.12.15;15.12.20
65428;3;Aripiprazol Actavis 15 mg, Tabletten;Actavis Switzerland AG;Synthetika human;B;B;16.12.15;16.12.15;15.12.20
65428;4;Aripiprazol Actavis 30 mg, Tabletten;Actavis Switzerland AG;Synthetika human;B;B;16.12.15;16.12.15;15.12.20
65430;1;Lutrate Depot i.m. 22.5 mg, poudre et solvant pour susp. inject. à libération prolongée;Labatec Pharma SA;Synthetika human;A;A;17.12.15;17.12.15;16.12.20
65440;1;Keytruda 50 mg, Pulver für ein Konzentrat zur Herstellung einer Infusionslösung;MSD Merck Sharp & Dohme AG;Biotechnologika;A;A;10.09.15;10.09.15;09.09.20
65441;2;Gliclazid Spirig HC Retard 60 mg, Tabletten mit veränderter Wirkstofffreisetzung;Spirig HealthCare AG;Synthetika human;B;B;09.06.15;09.06.15;08.06.20
65444;1;Levosert 20mcg/24h, Intrauterinsystem;Allergan AG;Synthetika human;B;B;24.08.15;24.08.15;23.08.20
65446;1;Linezolid Sandoz 600 mg, Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;A;A;11.03.15;11.03.15;10.03.20
65447;1;Coop Vitality Grippe & Erkältung, Granulat;Coop Vitality Health Care GmbH;Synthetika human;C;C;10.10.14;10.10.14;09.10.19
65448;1;Coop Vitality Nieren- und Blasendragées, Filmtabletten;Coop Vitality Health Care GmbH;Phytotherapeutika;D;D;21.11.14;21.11.14;20.11.19
65450;1;Aminoplasmal B. Braun 10%, Infusionslösung;B. Braun Medical AG;Synthetika human;B;B;19.02.16;19.02.16;18.02.21
65451;1;Amavita Antigrippe, Granulat;Amavita Health Care AG;Synthetika human;C;C;15.10.14;15.10.14;14.10.19
65452;1;Cefepim Labatec 1 g, poudre pour solution pour injection ou perfusion;Labatec Pharma SA;Synthetika human;A;A;16.07.15;16.07.15;15.07.20
65452;2;Cefepim Labatec 2 g, poudre pour solution pour injection ou perfusion;Labatec Pharma SA;Synthetika human;A;A;16.07.15;16.07.15;15.07.20
65453;1;Toujeo SoloStar 300 unités/ml, solution injectable en stylo pré-rempli;Sanofi-Aventis (Suisse) SA;Biotechnologika;B;B;05.11.15;05.11.15;04.11.20
65454;1;Feminamed, Filmtabletten;Hänseler AG;Phytotherapeutika;C;C;19.06.15;19.06.15;18.06.20
65455;1;Metamizol Spirig HC 500 mg, Tabletten;Spirig HealthCare AG;Synthetika human;B;B;27.11.15;27.11.15;26.11.20
65456;1;Aripiprazol Spirig HC 5 mg, Tabletten;Spirig HealthCare AG;Synthetika human;B;B;21.10.15;21.10.15;20.10.20
65456;2;Aripiprazol Spirig HC 10 mg, Tabletten;Spirig HealthCare AG;Synthetika human;B;B;21.10.15;21.10.15;20.10.20
65456;3;Aripiprazol Spirig HC 15 mg, Tabletten;Spirig HealthCare AG;Synthetika human;B;B;21.10.15;21.10.15;20.10.20
65456;4;Aripiprazol Spirig HC 30 mg, Tabletten;Spirig HealthCare AG;Synthetika human;B;B;21.10.15;21.10.15;20.10.20
65457;1;Mometason Spirig HC, Dosier-Nasenspray;Spirig HealthCare AG;Synthetika human;B;B;10.03.16;10.03.16;09.03.21
65458;1;Norfenicol 300 mg/ml ad us. vet., Injektionslösung;ufamed AG;Tierarzneimittel;A;A;16.11.15;16.11.15;15.11.20
65460;1;Escitalopram-Mepha 20 mg/ml, Tropfen zum Einnehmen, Lösung;Mepha Pharma AG;Synthetika human;B;B;05.03.15;05.03.15;04.03.20
65462;1;Perindopril-Amlodipine Servier 5mg/5mg, comprimés;Servier (Suisse) SA;Synthetika human;B;B;22.09.14;22.09.14;21.09.19
65462;2;Perindopril-Amlodipine Servier 5mg/10mg, comprimés;Servier (Suisse) SA;Synthetika human;B;B;22.09.14;22.09.14;21.09.19
65462;3;Perindopril-Amlodipine Servier 10mg/5mg, comprimés;Servier (Suisse) SA;Synthetika human;B;B;22.09.14;22.09.14;21.09.19
65462;4;Perindopril-Amlodipine Servier 10mg/10mg, comprimés;Servier (Suisse) SA;Synthetika human;B;B;22.09.14;22.09.14;21.09.19
65470;1;Mucosil Carbo-C 750 mg/15 ml, Sirop;Vifor Consumer Health SA;Synthetika human;D;D;29.10.14;29.10.14;28.10.19
65471;1;Aripiprazol-Mepha 5 mg, Tabletten;Mepha Pharma AG;Synthetika human;B;B;30.06.15;30.06.15;29.06.20
65471;2;Aripiprazol-Mepha 10 mg, Tabletten;Mepha Pharma AG;Synthetika human;B;B;30.06.15;30.06.15;29.06.20
65471;3;Aripiprazol-Mepha 15 mg, Tabletten;Mepha Pharma AG;Synthetika human;B;B;30.06.15;30.06.15;29.06.20
65471;4;Aripiprazol-Mepha 20 mg, Tabletten;Mepha Pharma AG;Synthetika human;B;B;30.06.15;30.06.15;29.06.20
65471;5;Aripiprazol-Mepha 30 mg, Tabletten;Mepha Pharma AG;Synthetika human;B;B;30.06.15;30.06.15;29.06.20
65472;1;Zerbaxa 1.5 g, Pulver für ein Konzentrat zur Herstellung einer Infusionslösung;MSD Merck Sharp & Dohme AG;Synthetika human;A;A;03.03.16;03.03.16;02.03.21
65473;1;Nexium Control 20 mg, magensaftresistente Filmtabletten;Pfizer AG;Synthetika human;C;C;02.07.15;02.07.15;01.07.20
65474;1;Polvac Bäume Kombipackung, Injektionssuspension in Durchstechflaschen;Teomed AG;Allergene;A;A;14.10.15;14.10.15;13.10.20
65474;2;Polvac Bäume 6000 SU/1.5 ml, Injektionssuspension in Durchstechflaschen;Teomed AG;Allergene;A;A;14.10.15;14.10.15;13.10.20
65475;2;VICKS RhinoDuo 1mg/ml-50mg/ml, spray nasal;Procter & Gamble Switzerland SARL;Synthetika human;D;D;08.01.16;08.01.16;07.01.21
65476;1;Ibandronat Spirig HC i.v. 3 mg/3 ml, Injektionslösung;Spirig HealthCare AG;Synthetika human;B;B;28.01.15;28.01.15;27.01.20
65477;1;Voncento 250/600 I.E., Pulver und Lösungsmittel (5 ml) zur Herstellung einer Infusionslösung;CSL Behring AG;Blutprodukte;B;B;11.08.15;11.08.15;10.08.20
65477;2;Voncento  500/1200 I.E., Pulver und Lösungsmittel (10ml) zur Herstellung einer Infusionslösung;CSL Behring AG;Blutprodukte;B;B;11.08.15;11.08.15;10.08.20
65477;3;Voncento 500/1200 I.E., Pulver und Lösungsmittel (5 ml) zur Herstellung einer Infusionslösung;CSL Behring AG;Blutprodukte;B;B;11.08.15;11.08.15;10.08.20
65477;4;Voncento 1000/2400 I.E.,  Pulver und Lösungsmittel (10 ml) zur Herstellung einer Infusionslösung;CSL Behring AG;Blutprodukte;B;B;11.08.15;11.08.15;10.08.20
65478;1;Aripiprazol-Mepha oro 5 mg, Schmelztabletten;Mepha Pharma AG;Synthetika human;B;B;30.06.15;30.06.15;29.06.20
65478;2;Aripiprazol-Mepha oro 10 mg, Schmelztabletten;Mepha Pharma AG;Synthetika human;B;B;30.06.15;30.06.15;29.06.20
65478;3;Aripiprazol-Mepha oro 15 mg, Schmelztabletten;Mepha Pharma AG;Synthetika human;B;B;30.06.15;30.06.15;29.06.20
65478;4;Aripiprazol-Mepha oro 20 mg, Schmelztabletten;Mepha Pharma AG;Synthetika human;B;B;30.06.15;30.06.15;29.06.20
65478;5;Aripiprazol-Mepha oro 30 mg, Schmelztabletten;Mepha Pharma AG;Synthetika human;B;B;30.06.15;30.06.15;29.06.20
65479;1;Polvac Gräser + Roggen Kombipackung, Injektionssuspension in Durchstechflaschen;Teomed AG;Allergene;A;A;14.10.15;14.10.15;13.10.20
65479;2;Polvac Gräser + Roggen 6000 SU/1.5 ml, Injektionssuspension in Durchstechflaschen;Teomed AG;Allergene;A;A;14.10.15;14.10.15;13.10.20
65480;1;Amavita Nieren- und Blasendragées, Filmtabletten;Amavita Health Care AG;Phytotherapeutika;D;D;23.12.14;23.12.14;22.12.19
65482;1;Truleva fluid ad us. vet., Injektionssuspension;Zoetis Schweiz GmbH;Tierarzneimittel;A;A;15.10.14;15.10.14;14.10.19
65484;1;Coop Vitality Erkältungssalbe, Salbe;Coop Vitality Health Care GmbH;Phytotherapeutika;D;D;09.10.14;09.10.14;08.10.19
65485;1;Amavita Bronchialpastillen Junior;Amavita Health Care AG;Phytotherapeutika;E;E;30.09.14;30.09.14;29.09.19
65490;1;Peyona 20 mg / 1 ml, solution pour perfusion et solution buvable;Vifor SA;Synthetika human;B;B;05.10.15;05.10.15;04.10.20
65490;2;Peyona 60 mg /  3 ml, solution pour perfusion et solution buvable;Vifor SA;Synthetika human;B;B;05.10.15;05.10.15;04.10.20
65491;1;Desopop 0.075 mg, compresse rivestite con film;EFFIK SA;Synthetika human;B;B;20.11.15;20.11.15;19.11.20
65493;1;Spiolto Respimat 2.5 mcg, Lösung zur Inhalation;Boehringer Ingelheim (Schweiz) GmbH;Synthetika human;B;B;15.03.16;15.03.16;14.03.21
65494;1;Syndyma 100 mg/4 ml, Konzentrat zur Herstellung einer Infusionslösung;Roche Pharma (Schweiz) AG;Biotechnologika;A;A;14.08.14;14.08.14;13.08.19
65494;2;Syndyma 400 mg/16 ml, Konzentrat zur Herstellung einer Infusionslösung;Roche Pharma (Schweiz) AG;Biotechnologika;A;A;14.08.14;14.08.14;13.08.19
65495;1;Oxygenium MedicAir, gas per inalazione, liquido in recipiente criogenico fisso;MedicAir Suisse SA;Synthetika human;E;E;10.07.14;10.07.14;09.07.19
65496;1;Oxygenium MedicAir, gas per inalazione, liquido in recipiente criogenico mobile;MedicAir Suisse SA;Synthetika human;E;E;10.07.14;10.07.14;09.07.19
65498;1;Coop Vitality Wund- und Heilsalbe;Coop Vitality Health Care GmbH;Synthetika human;D;D;23.09.14;23.09.14;22.09.19
65499;1;Akynzeo 300mg/0.5mg, capsule;Vifor SA;Synthetika human;B;B;06.11.15;06.11.15;05.11.20
65500;1;Fluimucil Erkältungshusten 600 mg, Tabletten;Zambon Svizzera SA;Synthetika human;D;D;26.03.15;26.03.15;25.03.20
65511;1;Aripiprazol Sandoz 5 mg, Tabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;08.09.15;08.09.15;07.09.20
65511;2;Aripiprazol Sandoz 10 mg, Tabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;08.09.15;08.09.15;07.09.20
65511;3;Aripiprazol Sandoz 15 mg, Tabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;08.09.15;08.09.15;07.09.20
65511;4;Aripiprazol Sandoz 30 mg, Tabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;08.09.15;08.09.15;07.09.20
65512;1;Lenvima 4 mg, Kapseln;Eisai Pharma AG;Synthetika human;A;A;19.08.15;19.08.15;18.08.20
65512;2;Lenvima 10 mg, Kapseln;Eisai Pharma AG;Synthetika human;A;A;19.08.15;19.08.15;18.08.20
65516;1;Perindopril N Servier 5 mg, comprimé pelliculé;Servier (Suisse) SA;Synthetika human;B;B;06.11.14;06.11.14;05.11.19
65516;2;Perindopril N Servier 10 mg, comprimé pelliculé;Servier (Suisse) SA;Synthetika human;B;B;06.11.14;06.11.14;05.11.19
65517;1;Indapamide SR Servier 1.5 mg, comprimé pelliculé;Servier (Suisse) SA;Synthetika human;B;B;06.11.14;06.11.14;05.11.19
65519;1;Perindopril-Indapamide N Servier 2.5mg/0.625mg, comprimées pelliculés;Servier (Suisse) SA;Synthetika human;B;B;06.11.14;06.11.14;05.11.19
65519;2;Perindopril-Indapamide N Servier 5mg/1.25 mg, comprimées pelliculés;Servier (Suisse) SA;Synthetika human;B;B;06.11.14;06.11.14;05.11.19
65520;1;Perindopril-Indapamide N Servier 10mg/2.5mg, comprimés pelliculés;Servier (Suisse) SA;Synthetika human;B;B;06.11.14;06.11.14;05.11.19
65521;1;Erlibelle 30, Filmtabletten;Actavis Switzerland AG;Synthetika human;B;B;09.09.15;09.09.15;08.09.20
65522;1;Coop Vitality Diclofenac Gel, Emulsions-Gel;Coop Vitality Health Care GmbH;Synthetika human;D;D;14.10.14;14.10.14;13.10.19
65523;1;Natrixam 1.5mg/5mg, comprimés à libération modifiée;Servier (Suisse) SA;Synthetika human;B;B;30.09.15;30.09.15;29.09.20
65523;2;Natrixam 1.5mg/10mg, comprimés à libération modifiée;Servier (Suisse) SA;Synthetika human;B;B;30.09.15;30.09.15;29.09.20
65524;1;Dolo-Kranit, Tabletten;Lubapharm AG;Synthetika human;D;D;26.09.14;26.09.14;25.09.19
65525;1;Ovixan 1 mg/g, Crème;Gebro Pharma AG;Synthetika human;B;B;27.10.15;27.10.15;26.10.20
65530;1;Stickstoffmonoxid Messer 200 bar, Gas zur med. Anwendung, druckverdichtet;Messer Schweiz AG;Synthetika human;A;A;05.06.15;05.06.15;04.06.20
65531;1;Erlibelle 20, Filmtabletten;Actavis Switzerland AG;Synthetika human;B;B;09.09.15;09.09.15;08.09.20
65533;1;swidro Halsschmerz-Lutschtabletten, Lutschtabletten;Streuli Pharma AG;Synthetika human;D;D;19.01.15;19.01.15;18.01.20
65534;1;Latanoprost-Mepha plus, Augentropfen;Mepha Pharma AG;Synthetika human;B;B;04.12.14;04.12.14;03.12.19
65535;1;Elizette 20, Tabletten;Actavis Switzerland AG;Synthetika human;B;B;09.09.15;09.09.15;08.09.20
65536;1;Lisenia 20, Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;30.04.15;30.04.15;29.04.20
65550;1;Fiproclear Spot-on Hunde S ad us. vet., Lösung;ufamed AG;Tierarzneimittel;D;D;13.10.15;13.10.15;12.10.20
65550;2;Fiproclear Spot-on Hunde M ad us. vet., Lösung;ufamed AG;Tierarzneimittel;D;D;13.10.15;13.10.15;12.10.20
65550;3;Fiproclear Spot-on Hunde L ad us. vet., Lösung;ufamed AG;Tierarzneimittel;D;D;13.10.15;13.10.15;12.10.20
65550;4;Fiproclear Spot-on Hunde XL ad us. vet., Lösung;ufamed AG;Tierarzneimittel;D;D;13.10.15;13.10.15;12.10.20
65553;1;Esomeprazol Axapharm 20 mg, magensaftresistente Filmtabletten;Axapharm AG;Synthetika human;B;B;19.12.14;19.12.14;18.12.19
65553;2;Esomeprazol Axapharm 40 mg, magensaftresistente Filmtabletten;Axapharm AG;Synthetika human;B;B;19.12.14;19.12.14;18.12.19
65562;1;Albiomin 5%, Infusionslösung;Biotest (Schweiz) AG;Blutprodukte;B;B;25.02.16;25.02.16;24.02.21
65562;2;Albiomin 20%, Infusionslösung;Biotest (Schweiz) AG;Blutprodukte;B;B;25.02.16;25.02.16;24.02.21
65563;1;Ampres 10 mg/ml, soluzione iniettabile;Sintetica SA;Synthetika human;B;B;31.07.15;31.07.15;30.07.20
65563;2;Ampres 20 mg/ml, soluzione iniettabile;Sintetica SA;Synthetika human;B;B;31.07.15;31.07.15;30.07.20
65563;3;Ampres 30 mg/ml, soluzione iniettabile;Sintetica SA;Synthetika human;B;B;31.07.15;31.07.15;30.07.20
65564;1;Tenofovir-Mepha, Lactab;Mepha Pharma AG;Synthetika human;A;A;03.11.15;03.11.15;02.11.20
65568;1;Neosynephrin-POS 5%, Augentropfen;Ursapharm Schweiz GmbH;Synthetika human;B;B;30.09.15;30.09.15;29.09.20
65569;1;Elizette 30, Tabletten;Actavis Switzerland AG;Synthetika human;B;B;09.09.15;09.09.15;08.09.20
65570;1;Jardiance Met 5mg/500mg, Filmtabletten;Boehringer Ingelheim (Schweiz) GmbH;Synthetika human;B;B;12.11.15;12.11.15;11.11.20
65570;2;Jardiance Met 5mg/850mg, Filmtabletten;Boehringer Ingelheim (Schweiz) GmbH;Synthetika human;B;B;12.11.15;12.11.15;11.11.20
65570;3;Jardiance Met 5mg/1000mg, Filmtabletten;Boehringer Ingelheim (Schweiz) GmbH;Synthetika human;B;B;12.11.15;12.11.15;11.11.20
65571;1;Gliclazid-Mepha 60 retard, Depotabs;Mepha Pharma AG;Synthetika human;B;B;26.02.15;26.02.15;25.02.20
65572;1;Coop Vitality Erkältungs- und Bronchialbad, Badeöl;Coop Vitality Health Care GmbH;Phytotherapeutika;D;D;03.02.15;03.02.15;02.02.20
65575;1;Gliclazid MR Servier 30mg, comprimés à libération modifiée;Servier (Suisse) SA;Synthetika human;B;B;27.01.15;27.01.15;26.01.20
65575;2;Gliclazid MR Servier 60mg, comprimés à libération modifiée;Servier (Suisse) SA;Synthetika human;B;B;27.01.15;27.01.15;26.01.20
65576;1;Coop Vitality Après Gel, Gel;Coop Vitality Health Care GmbH;Synthetika human;D;D;18.12.14;18.12.14;17.12.19
65578;1;Vermiculite D6, Tabletten;Homöopharm AG;Homöopathika;D;D;12.05.15;12.05.15;11.05.20
65579;1;Lercanidipin Actavis 10 mg, Filmtabletten;Actavis Switzerland AG;Synthetika human;B;B;28.10.15;28.10.15;27.10.20
65579;2;Lercanidipin Actavis 20 mg, Filmtabletten;Actavis Switzerland AG;Synthetika human;B;B;28.10.15;28.10.15;27.10.20
65580;1;Imatinib Parsenn 100 mg (teilbar), Filmtabletten;Parsenn-Produkte AG;Synthetika human;A;A;09.10.15;09.10.15;08.10.20
65580;2;Imatinib Parsenn 200 mg, Filmtabletten;Parsenn-Produkte AG;Synthetika human;A;A;09.10.15;09.10.15;08.10.20
65580;3;Imatinib Parsenn 400 mg, Filmtabletten;Parsenn-Produkte AG;Synthetika human;A;A;09.10.15;09.10.15;08.10.20
65581;1;Frontect XS ad us. vet., solution pour spot-on pour chiens;Biokema S.A.;Tierarzneimittel;B;B;29.05.15;29.05.15;28.05.20
65581;2;Frontect S ad us. vet., solution pour spot-on pour chiens;Biokema S.A.;Tierarzneimittel;B;B;29.05.15;29.05.15;28.05.20
65581;3;Frontect M ad us. vet., solution pour spot-on pour chiens;Biokema S.A.;Tierarzneimittel;B;B;29.05.15;29.05.15;28.05.20
65581;4;Frontect L ad us. vet., solution pour spot-on pour chiens;Biokema S.A.;Tierarzneimittel;B;B;29.05.15;29.05.15;28.05.20
65581;5;Frontect XL ad us. vet., solution pour spot-on pour chiens;Biokema S.A.;Tierarzneimittel;B;B;29.05.15;29.05.15;28.05.20
65583;1;Helena's Beruhigunstee, geschnittene Drogen;Morga AG;Phytotherapeutika;E;E;16.02.15;16.02.15;15.02.20
65584;1;Helena's Blasentee, geschnitte Drogen;Morga AG;Phytotherapeutika;E;E;16.02.15;16.02.15;15.02.20
65585;1;Helena's Erkältungstee, geschnittene Drogen;Morga AG;Phytotherapeutika;E;E;09.02.15;09.02.15;08.02.20
65586;1;Helena's Hustentee, geschnittene Drogen;Morga AG;Phytotherapeutika;E;E;10.04.15;10.04.15;09.04.20
65587;1;Helena's Leber-Galle-Tee, geschnittene Drogen;Morga AG;Phytotherapeutika;E;E;10.04.15;10.04.15;09.04.20
65588;1;Helena's Magentee, geschnittene Drogen;Morga AG;Phytotherapeutika;E;E;16.02.15;16.02.15;15.02.20
65589;1;Helena's Brennnesselblättertee, geschnittene Droge;Morga AG;Phytotherapeutika;E;E;09.02.15;09.02.15;08.02.20
65590;1;Helena's Fenchelfruchttee, ganze Droge;Morga AG;Phytotherapeutika;E;E;09.02.15;09.02.15;08.02.20
65591;1;Helena's Orangenblütentee, ganze Droge;Morga AG;Phytotherapeutika;E;E;10.04.15;10.04.15;09.04.20
65592;1;Helena's Salbeiblättertee, geschnittene Droge;Morga AG;Phytotherapeutika;E;E;09.02.15;09.02.15;08.02.20
65593;1;Helena's Thymiantee, geschnittene Droge;Morga AG;Phytotherapeutika;E;E;09.02.15;09.02.15;08.02.20
65600;1;Duosol ohne K, Hämofiltrationslösung;B. Braun Medical AG;Synthetika human;B;B;15.01.16;15.01.16;14.01.21
65602;1;Eletriptan-Mepha 40 mg, Lactab;Mepha Pharma AG;Synthetika human;B;B;04.09.15;04.09.15;03.09.20
65602;2;Eletriptan-Mepha 80 mg, Lactab;Mepha Pharma AG;Synthetika human;B;B;04.09.15;04.09.15;03.09.20
65603;1;Lercanidipin-Mepha 10 mg, Lactab;Mepha Pharma AG;Synthetika human;B;B;16.03.15;16.03.15;15.03.20
65603;2;Lercanidipin-Mepha 20 mg, Lactab;Mepha Pharma AG;Synthetika human;B;B;16.03.15;16.03.15;15.03.20
65606;1;Perindopril-Amlodipine-Indapamide Servier 5/5/1.25mg, comprimé pelliculé;Servier (Suisse) SA;Synthetika human;B;B;16.01.15;16.01.15;15.01.20
65606;2;Perindopril-Amlodipine-Indapamide Servier 5/10/1.25mg, comprimé pelliculé;Servier (Suisse) SA;Synthetika human;B;B;16.01.15;16.01.15;15.01.20
65606;3;Perindopril-Amlodipine-Indapamide Servier 10/5/2.5mg, comprimé pelliculé;Servier (Suisse) SA;Synthetika human;B;B;16.01.15;16.01.15;15.01.20
65606;4;Perindopril-Amlodipine-Indapamide Servier 10/10/2.5mg, comprimé pelliculé;Servier (Suisse) SA;Synthetika human;B;B;16.01.15;16.01.15;15.01.20
65608;1;Algifor Dolo Junior, Suspension, Sachets;Vifor Consumer Health SA;Synthetika human;C;C;20.03.15;20.03.15;19.03.20
65620;1;Cotellic 20mg, Filmtabletten;Roche Pharma (Schweiz) AG;Synthetika human;A;A;24.08.15;24.08.15;23.08.20
65622;1;Repatha 140 mg / ml, Vorgefüllter Pen;Amgen Switzerland AG;Biotechnologika;B;B;05.02.16;05.02.16;04.02.21
65624;1;Zolpidem Spirig HC, Filmtabletten;Spirig HealthCare AG;Synthetika human;B;B;13.01.15;13.01.15;12.01.20
65625;1;Escitalopram Sandoz 20mg/ml, Tropfen zum Einnehmen, Lösung;Sandoz Pharmaceuticals AG;Synthetika human;B;B;07.05.15;07.05.15;06.05.20
65628;1;Viperfav 2500U , Infusionslösung;Sanofi Pasteur MSD AG;Blutprodukte;A;A;18.12.14;18.12.14;17.12.19
65630;1;Insulin NovoNordisk NovoRapid PumpCart 100 E/ml, Injektionslösung;Novo Nordisk Pharma AG;Biotechnologika;B;B;01.02.16;01.02.16;31.01.21
65634;1;Lercanidipin Sandoz 10 mg, Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;15.12.15;15.12.15;14.12.20
65634;2;Lercanidipin Sandoz 20 mg, Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;15.12.15;15.12.15;14.12.20
65637;1;Duosol 2 mmol/l K, Hämofiltrationslösung;B. Braun Medical AG;Synthetika human;B;B;15.01.16;15.01.16;14.01.21
65638;1;Duosol 4 mmol/l K, Hämoflitrationslösung;B. Braun Medical AG;Synthetika human;B;B;15.01.16;15.01.16;14.01.21
65644;1;Telmisartan HCT Zentiva 80/12.5 mg, Tabletten;Helvepharm AG;Synthetika human;B;B;03.02.16;03.02.16;02.02.21
65644;2;Telmisartan HCT Zentiva 80/25 mg, Tabletten;Helvepharm AG;Synthetika human;B;B;03.02.16;03.02.16;02.02.21
65645;1;Irinotecan Sandoz eco 40 mg/2 ml, Infusionskonzentrat;Sandoz Pharmaceuticals AG;Synthetika human;A;A;17.12.14;17.12.14;16.12.19
65645;2;Irinotecan Sandoz eco 100 mg/5 ml, Infusionskonzentrat;Sandoz Pharmaceuticals AG;Synthetika human;A;A;17.12.14;17.12.14;16.12.19
65645;3;Irinotecan Sandoz eco 300 mg/15 ml, Infusionskonzentrat;Sandoz Pharmaceuticals AG;Synthetika human;A;A;17.12.14;17.12.14;16.12.19
65645;4;Irinotecan Sandoz eco 500 mg/25 ml, Infusionskonzentrat;Sandoz Pharmaceuticals AG;Synthetika human;A;A;17.12.14;17.12.14;16.12.19
65646;1;Domperidon-Mepha oro 10 mg, Schmelztabletten;Mepha Pharma AG;Synthetika human;B/C;B/C;03.06.15;03.06.15;02.06.20
65647;1;Xylo Actavis 0.05%, Dosierspray;Actavis Switzerland AG;Synthetika human;C;C/D;08.01.16;08.01.16;07.01.21
65647;2;Xylo Actavis 0.1%, Dosierspray;Actavis Switzerland AG;Synthetika human;D;C/D;08.01.16;08.01.16;07.01.21
65650;1;Voriconazol Actavis 50mg, Filmtabletten;Actavis Switzerland AG;Synthetika human;A;A;03.02.16;03.02.16;02.02.21
65650;2;Voriconazol Actavis 200mg, Filmtabletten;Actavis Switzerland AG;Synthetika human;A;A;03.02.16;03.02.16;02.02.21
65651;1;Fulvestrant Sandoz 250 mg/5 ml, Injektionslösung;Sandoz Pharmaceuticals AG;Synthetika human;B;B;23.10.15;23.10.15;22.10.20
65654;1;Blincyto 38.5 mcg, Pulver für ein Konzentrat zur Herstellung einer Infusionslösung;Amgen Switzerland AG;Synthetika human;A;A;25.02.16;25.02.16;24.02.21
65656;1;Levomin 20, Filmtabletten;Dermapharm AG;Synthetika human;B;B;31.03.16;31.03.16;30.03.21
65657;1;Cefuroxim Actavis 250 mg, Filmtabletten;Actavis Switzerland AG;Synthetika human;A;A;21.01.15;21.01.15;20.01.20
65657;2;Cefuroxim Actavis 500 mg, Filmtabletten;Actavis Switzerland AG;Synthetika human;A;A;21.01.15;21.01.15;20.01.20
65659;1;Tramadol/Paracetamol Actavis 37.5 mg/325 mg, Filmtabletten;Actavis Switzerland AG;Synthetika human;A;A;06.01.16;06.01.16;05.01.21
